osmid,name,cuisine,amenity,latitude,longitude,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,phone,description
3661816163,Tsreet Food Fighters,,restaurant,48.8703661,2.3463916,,,,,,,
3662335539,La Piccola Sicilia,italian,restaurant,48.8850905,2.3783259,,,,,,+33 1 42 38 99 90,
3662339188,Le Timbaud,,restaurant,48.8658307,2.3705921,,,,,,,
3662339190,Populo,,restaurant,48.8659481,2.3700018,Paris,24,75011,Avenue de la République,,,
3662339192,Au Bon Vivant,,restaurant,48.8849176,2.3789019,,,,,,,
3662339193,Capri,pizza,restaurant,48.8855374,2.3800532,,,,,,+33142412387,
3663384325,Chez Suzette,crepe,restaurant,48.8710872,2.34446,,,,,,,
3664142225,Le Dorcia,,restaurant,48.8699249,2.3402179,,,,,,,
3664554926,La Frégate,,restaurant,48.8594125,2.3293427,,,,,,+33 1 42 61 23 77,
3664887726,L'As du Poulet,,restaurant,48.8292677,2.3193582,,,,,,,
3665505650,Talaï Lamo,asian,restaurant,48.840723,2.2660512,,18,,Boulevard Exelmans,"Mo-Fr 12:00-14:00,19:00-22:00",+33 1 46 47 50 83,
3668907095,Crêperie & Salad Bar,,restaurant,48.8688712,2.3667057,,,,,,,
3670340312,Le Chiberta,,restaurant,48.8736637,2.2979542,,,,,,,
3670406239,Chez Toni,pizza,restaurant,48.871926,2.310263,,,,,,,
3672093581,Valentina,,restaurant,48.8619818,2.3506062,,,,,,,
3672097792,Bigo,,restaurant,48.861827,2.3436366,Paris,37,75001,Rue Berger,,,Anciennement : Bistrot d'Eustache
3672098289,Indiana Café,tex-mex,restaurant,48.8614893,2.3447073,Paris,35,75001,Rue du Pont Neuf,,+33142339707,
3672098290,Chez Léo,french,restaurant,48.8616006,2.3440663,,,,,"Su,Mo,PH off",,
3672098291,La famille heureuse,chinese,restaurant,48.8617504,2.3439932,Paris,33,75001,Rue Berger,"Mo-Su 11:00-15:00,18:00-22:00",,Anciennement : Chez Zhang (2022)
3673949190,Le Bistro du Parisien,regional;french,restaurant,48.8636317,2.40386,,,,,,+33 1 43 61 07 91,
3674410143,Le Petit Chez Soi,,restaurant,48.830651,2.3334981,,,,,,+33 1 43 27 01 53,
3674410145,Kakdougui,korean,restaurant,48.8300357,2.3298105,,,,,"Tu-Su 12:00-14:30, 19:00-22:30",+33 1 43 22 45 48,
3679615737,Mamy Jane,greek,restaurant,48.8439638,2.4098959,,,,,,,
3680774398,Galice Burger Grill,,restaurant,48.8637603,2.3501602,,,,,,,
3680774435,L'art du Bao,,restaurant,48.8639612,2.3547874,,,,,,,
3682562825,Matignon,,restaurant,48.8697198,2.311195,Paris,3,75008,Avenue Matignon,,+33 1 42 89 64 72,
3682562928,Caffee Italiano,,restaurant,48.8728409,2.3024068,,,,,,,
3682562929,Le Tire-Bouchon,,restaurant,48.8739875,2.3072098,,,,,"Mo-Fr 10:30-15:30,18:00-23:00",,
3682563131,Sushi & Noodles,,restaurant,48.8743483,2.3066355,,,,,,,
3685632588,L'Ardoise,french,restaurant,48.8548528,2.3625713,,86,,Rue Saint-Antoine,,+33140610105,
3688064190,Piou Piou,,restaurant,48.8688361,2.3593677,,,,,,,
3688065154,L'alsacien (République),regional,restaurant,48.8691436,2.3577098,,,,,,,
3688065155,Ata,japanese,restaurant,48.8691197,2.3578735,,,,,,+33987415467,
3688065157,Le Fil Rouge,,restaurant,48.86896,2.3584552,,,,,,,
3688065367,Mayda,,restaurant,48.8692682,2.3562991,Paris,92,75010,Rue René Boulanger,,,
3688065370,Chameleon,,restaurant,48.8692312,2.3580329,,,,,,,
3688126241,Le 10-18,,restaurant,48.8241984,2.372324,,,,,,+33 1 44 24 03 16,
3688126242,Le Bistrot,,restaurant,48.8244851,2.3719243,,,,,Mo-Fr 12:00-14:00,+33 1 53 94 51 02,
3688287921,Côme Pyramides,bowl;pita,restaurant,48.8649552,2.3331805,Paris,12,75001,Rue des Pyramides,Mo-Fr 10:00-15:15,,
3688287922,Cinq Mars,,restaurant,48.8585762,2.3269412,,,,,"Mo-Fr 12:00-14:30, Sa-Su 12:00-15:00, Su-Th 19:30-22:30, Fr-Sa 19:30-23:00",+33 6 20 60 62 39,
3688287923,Les Antiquaires,,restaurant,48.8587025,2.3288305,,,,,07:00-02:00,+33 1 42 61 08 36,
3688326420,Bretons,,restaurant,48.8648721,2.3757454,,,,,,,
3688329007,Délice,sushi,restaurant,48.8644622,2.3719799,,,,,,,
3688329084,Aglio e Olio,italian,restaurant,48.8633548,2.3797353,,,,,"Tu-Sa 12:00-14:00,19:00-22:00",+33 1 47 00 70 95,
3688329085,Oxymore,french;pizza,restaurant,48.8631786,2.3793559,Paris,60,75011,Rue Saint-Maur,"Mo-Fr 12:00-15:00, Sa,Su 12:00-16:00, Su-Th 19:00-23:00, Fr,Sa 19:00-23:30",+33 1 47 00 73 24,
3688329406,Arlecchino,pizza,restaurant,48.8644548,2.3719381,,,,,,+33143380706,
3688329411,Delhi Bazaar,indian,restaurant,48.8637843,2.3810909,Paris,71,75011,Rue Servan,Mo-Sa 07:00-22:00,+33 1 43 57 39 81,
3688329412,El Camino,latin_american,restaurant,48.8635931,2.3806295,Paris,16,75011,Rue Guillaume Bertrand,Tu-Sa 19:00-23:00,+33 1 48 06 48 34,
3688329413,Sama,,restaurant,48.8633985,2.3798393,,5,,Rue Guillaume Bertrand,,,
3688329461,Madoura,indian,restaurant,48.8632338,2.3794818,,1,75011,Rue Guillaume Bertrand,,+33149299160,
3689296362,L'Événement Gourmet,,restaurant,48.8450821,2.3814682,,,,,Mo-Fr 09:30-18:30,,
3689296449,Le 12,,restaurant,48.838848,2.3877154,,,,,Mo-Su 12:00-02:00,,
3689296459,Les Rendez-Vous Italiens,italian,restaurant,48.845108,2.3813725,,,,,"Mo-Sa 12:00-15:00, Mo-Su 19:00-23:00",,
3689296463,Gusto,pizza,restaurant,48.8457254,2.3799404,,,,,,,
3695992326,Café Bharath,indian,restaurant,48.8836909,2.3600835,,,,,,,
3696663374,Beirut Bowl by Etoile du Liban,,restaurant,48.8776751,2.3384166,,,,,,,
3699554981,Rambo,french,restaurant,48.8440551,2.3807061,,,,,Mo-Fr 12:00-14:00; Fr 20:00-23:00,+33 9 50 73 22 47,
3699554982,Le Repaire,french,restaurant,48.8430706,2.383673,,,,,"Mo-Fr 07:00-24:00, Sa 08:00-24:00",,
3699554984,Cavalino,pizza,restaurant,48.8432866,2.383266,,96,75012,Avenue Daumesnil,"Mo 11:30-15:00 off; Tu-Fr 11:30-15:00, 19:00-23:00; Sa 11:30-23:00",+33 9 83 60 19 30,
3699554988,Sushi Fleur,japanese,restaurant,48.8452868,2.3790952,,,,,,,
3700078773,Bistrot du Metro,,restaurant,48.838835,2.3812001,,,,,"Mo-Su,PH 06:00-02:00",,
3700828905,Boca Mexa,mexican,restaurant,48.866883,2.3485533,,,,,,,
3700828910,Sakura,japanese,restaurant,48.8675989,2.343992,,,,,"18:30-22:15, Mo-Sa 11:30-14:30",,
3700828911,M'sushi,japanese,restaurant,48.8675084,2.3440305,,,,,"19:00-22:30, Mo-Fr 12:00-14:30",+33 1 40 26 47 75,
3700828912,Immersion,,restaurant,48.8674408,2.3440582,,,,,,,
3701100012,La Belle Quille,,restaurant,48.8788275,2.3271308,,,,,,,
3701380596,Caepus,,restaurant,48.8683026,2.3256832,,,,,,,
3701384270,Nelly,,restaurant,48.8685365,2.3254094,,,,,,,
3701384271,Cuizines,,restaurant,48.8684636,2.3254367,,,,,,,
3702655129,New Balal,indian,restaurant,48.8732905,2.33519,,,,,,,
3703077369,Ha Noi 1988,,restaurant,48.8522699,2.3547676,,,,,,,
3704121926,Muniyandi Vilas,indian,restaurant,48.8838575,2.35907,,,75010,,"Mo-Su 12:00-15:00,18:00-22:30",,
3704122125,Annachi,indian,restaurant,48.8839295,2.359081,,,,,,,
3708095757,Les Princes,,restaurant,48.8389777,2.2554512,,,,,,,
3708177465,Miam-Miam Cool 面酷,chinese;noodle;beef_noodle,restaurant,48.8450978,2.3822089,,,,,"Mo-Sa 12:00-15:00,18:00-22:00",+33 9 55 48 29 06,
3708498889,French Eyes,french,restaurant,48.8311618,2.375193,,5,75013,Place Jean-Michel Basquiat,Mo-Sa 10:00-00:00,+33 1 45 87 07 06,
3708580894,Siam Square,thai,restaurant,48.8837715,2.3432241,Paris,32,75018,Rue d'Orsel,,,
3708580895,L'Anvers du Décor,,restaurant,48.8837299,2.3429552,,,,,,,
3708580899,Café de Luce,,restaurant,48.8835645,2.3417938,,,,,,,
3708580902,Gloria,,restaurant,48.8836005,2.3422276,,,,,,,
3709150519,Le Chevaleret,,restaurant,48.833379,2.369637,,,,,,,
3709150654,Sushi Koo,japanese,restaurant,48.8343314,2.367857,,,,,"Mo-Sa 11:00-15:15,18:00-22:30",,
3710890893,Street Bida,vietnamese,restaurant,48.8266148,2.3818839,,,,,"Mo-Fr 11:30-16:30, Sa 11:30-15:00, Su closed",,
3710917662,secret garden,,restaurant,48.8293176,2.3828289,Paris,,75013,Rue Françoise Dolto,,,
3710917664,Mille et Une Nuits,,restaurant,48.829377,2.3829863,,,,,"Mo-Sa 11:30-14:30,16:00-02:00",,
3711005625,O' Délices,pizza;sandwich,restaurant,48.8245921,2.3766187,,,,,,,
3711079659,Nieli,italian,restaurant,48.8337227,2.370022,Paris,17,75013,Rue Louise Weiss,,,
3711104253,Hokkaido8,japanese,restaurant,48.8347669,2.3695324,Paris,36,75013,Rue Louise Weiss,,,
3711131240,Tekkaba,japanese,restaurant,48.8347111,2.3680593,Paris,,75013,Boulevard Vincent Auriol,,,
3712728251,Les Fondus de la Raclette,cheese,restaurant,48.8410701,2.330233,Paris,209,75014,Boulevard Raspail,,,
3713373616,Café A,,restaurant,48.875275,2.360193,Paris,148,75010,Rue du Faubourg Saint-Martin,Su-Mo 10:00-17:00; Tu-Sa 10:00-02:00,+33 9 81 29 83 38,
3716024172,La Pignatta,italian,restaurant,48.8838923,2.3394676,Paris,2,75018,Rue des Abbesses,,,
3717255884,Tan'in Bar,sandwich,restaurant,48.8572868,2.3732076,,,,,,,
3717263752,Ippudo Bastille,ramen,restaurant,48.8554154,2.3739181,,,,,,,
3725261566,Chez Hanna,israeli,restaurant,48.8577963,2.3582331,,,,,,,
3726422825,La Cantine du Troquet,french,restaurant,48.8514176,2.2922548,,,,,Mo-Fr 08:00-23:00;Sa-Su 09:00-23:00,,
3726438928,Chez Luigi,,restaurant,48.8496523,2.2952955,,,,,,,
3726440026,Les Artistes,italian,restaurant,48.8496214,2.2953917,,,,,,,
3726440029,,pizza,restaurant,48.8493913,2.2976509,,,,,,,
3726452925,Pizza Hut,pizza,restaurant,48.8472816,2.2981857,,,,,"Mo-Fr 11:30-14:30, Mo-Th 18:00-22:30, Fr-Su 18:00-23:00, Sa 11:30-15:00, Su 12:00-15:00",,
3730569980,Mamine Batignolles,tapas,restaurant,48.8847356,2.3247769,,19,75017,Rue des Dames,Mo-Sa 19:00-02:00,+33 6 67 21 61 00,
3730569982,Bonnie & Zac,,restaurant,48.8844914,2.3242122,,,,,,,
3734846129,Café de la Tourelle,,restaurant,48.8524241,2.3429917,,,,,,,
3734865225,Le Clou de Paris,,restaurant,48.8528661,2.3428813,,,,,,,
3734869925,Maison de la Lozère,,restaurant,48.8526538,2.3430082,,,,,"Tu-Sa 12:15-14:00,19:30-22:00",+33 1 43 54 26 64,
3735691604,New Saigon,asian,restaurant,48.8194969,2.3648965,,,,,,,
3738155789,Les Rosiers,,restaurant,48.8563862,2.3611095,,,,,Mo-Su 08:00-20:30,+33 1 48 87 94 09,
3738155796,L'As du Fallafel,,restaurant,48.8576118,2.3586694,,,,,,,
3738168387,La Rose du Désert,,restaurant,48.8576288,2.3583968,Paris,,,Rue des Rosiers,,,
3738168390,Equinox,,restaurant,48.8577873,2.3580055,Paris,33,75004,Rue des Rosiers,,,
3738168392,La Droguerie du Marais,,restaurant,48.8578694,2.3580283,Paris,,,Rue des Rosiers,,,
3740240509,L'étage Du Gibus,,restaurant,48.8702291,2.3714308,,,,,,+33144840786,Restaurant Club
3740346526,Bistro Saint-Charles,french;pizza,restaurant,48.8438178,2.2832533,,,,,,,
3740346543,Traiteur Convention,japanese,restaurant,48.8426549,2.2848175,,,,,,+33 1 45 75 09 20,
3740346545,Yamagoya,japanese,restaurant,48.8425369,2.2850575,,,,,,+33 1 53 95 00 12,
3740350436,Santa Rita,pizza,restaurant,48.8421541,2.2939753,,,,,,,
3741516939,Cantine Voltaire,thai;vietnamese,restaurant,48.8567492,2.3809179,Paris,47,75011,Rue Richard Lenoir,"Mo-Su 10:00-14:30,19:00-22:30",+33 1 40 24 00 07,
3743926821,Rooster,french,restaurant,48.8867468,2.3131227,,,,,Mo-Fr 12:00-14:00; 19:00-22:00,+33 1 45 79 91 48,
3743927327,Les Amateurs,french,restaurant,48.887077,2.3135815,,,,,Mo-Sa 08:00-00:00,+33 1 43 18 08 00,
3743933834,Le P'tit Musset,french,restaurant,48.8866403,2.3132708,,,,,,,
3744054102,Le Sancerre,french,restaurant,48.8870378,2.3126519,,,,,,,
3748908950,Le Grand Restaurant,french,restaurant,48.8701365,2.3192081,,,,,,,
3754975068,Tounsia,tunisian,restaurant,48.8756262,2.3488315,,,,,Mo-Fr 08:00-17:00,,
3756011481,Café Léopard,,restaurant,48.8554989,2.3843765,Paris,149,75011,Boulevard Voltaire,,,
3756204852,Chez Yu,vietnamese,restaurant,48.8729309,2.380691,,40,75020,Rue de Belleville,"Tu-Th 11:30-15:30,18:00-22:00; Fr-Su 11:30-22:00",,
3757092110,Yokohama,sushi,restaurant,48.8746689,2.3319421,,,,,,,
3758220713,La Basilicata,pizza;pasta,restaurant,48.8432687,2.3065969,,,,,,,
3758275629,Laouna,,restaurant,48.8462738,2.305253,,,,,,,
3759356759,L'Artisan du Burger,burger,restaurant,48.8625088,2.3482422,Paris,,75001,Rue Rambuteau,"Su-Th 10:30-22:30; Fr,Sa 10:30-23:30",,
3759479037,La Fresque,french,restaurant,48.8625379,2.3480954,,,,,"Mo-Sa 12:00-15:30,19:00-24:00",,
3760366358,Foufou,,restaurant,48.8637965,2.3607191,,,,,"Mo 08:00-18:00; Tu 08:00-23:59; We-Fr 00:00-02:00, 08:00-23:59; Sa 00:00-02:00, 09:00-23:59; Su 00:00-02:00, 09:00-19:00",,
3761282030,Instants de Saveurs,,restaurant,48.8441661,2.3083216,,,,,,,
3762467457,Barrio Meshica,mexican,restaurant,48.8559467,2.3864059,Paris,48,75011,Rue Léon Frot,,+33 9 87 40 91 97,
3768190102,,,restaurant,48.8469667,2.3032763,Paris,16,75015,Boulevard Garibaldi,,,
3769595157,Barracao,brazilian,restaurant,48.8659051,2.3787988,,108,,Rue Oberkampf,Tu-Su 17:00-02:00,+33 1 43 55 66 06,
3770350757,Dersou,asian,restaurant,48.8513893,2.3745726,,,,,"Tu-Sa 19:30-24:00, Sa,Su 12:00-15:00",,
3770429677,Pascade,,restaurant,48.8697633,2.3312541,,,,,,,
3770653863,Le Petit Olympia,italian,restaurant,48.8706955,2.3281598,,,,,"Mo-Fr 12:00-14:30,18:30-23:30",,
3770653867,AO Izakaya,,restaurant,48.8711019,2.3282297,,,,,"Mo-Su 12:00-14:30,19:00-22:30",,
3770662493,SEB café,italian,restaurant,48.8728111,2.3290684,,,,,,,
3770664875,La Crêperie,crepe,restaurant,48.871567,2.3280513,,,,,,,
3770664986,Firenze,italian,restaurant,48.8717901,2.3283005,,,,,,,
3770664987,Moghol,indian,restaurant,48.872048,2.3282979,,,,,,,
3770664989,Chez Papy,,restaurant,48.8724179,2.3281232,,,,,"Mo-Fr 06:30-02:00, Sa 10:30-02:00",,
3770664990,Paris Auber,,restaurant,48.8722134,2.3283316,,,,,,,
3770664991,San Giorgio,pizza,restaurant,48.8725187,2.3283618,,,,,,,
3770702784,La Petite Bleue,,restaurant,48.8726586,2.3287423,,,,,,,
3770824939,Il Toscano,italian,restaurant,48.8681835,2.2918929,,,,,,,
3774912160,Le Gavroche,french,restaurant,48.8704052,2.3401387,Paris,19,75002,Rue Saint-Marc,Mo-Sa 07:00-01:00,+331 42 96 89 70,
3775315357,Le Morello,,restaurant,48.8823803,2.3237133,,,,,,,
3780920162,Régis le Caviste,,restaurant,48.873962,2.304117,,,,,,,
3780938189,Yao Yao,asian,restaurant,48.8738688,2.3066476,,,,,,,
3780938658,Le Comptoir de l'Artoise,,restaurant,48.8722902,2.3086741,,,,,,,
3780938659,Le Petit Porte Pot,,restaurant,48.8744341,2.3076435,,,,,,,
3780938762,La Pivoine Chinoise,asian,restaurant,48.8745401,2.3078099,,,,,,,
3780939660,Morny,french,restaurant,48.8714208,2.3075344,,,,,,,
3780947959,Élysées Istanbul,turkish,restaurant,48.8727444,2.3045542,,,,,,,
3780948957,Bambou &,japanese,restaurant,48.8738162,2.3065277,,,,,,,
3780948958,Le Carpaccio,italian,restaurant,48.8720459,2.3036661,,,,,,,
3780978558,Élysée Boétie,,restaurant,48.8724582,2.3096142,,,,,,,
3781110496,La Perle de Dalian,chinese,restaurant,48.8587433,2.3813831,Paris,13,75011,Rue Pétion,,+33 1 43 67 18 81,
3782575655,Pho 9,vietnamese,restaurant,48.8852247,2.3255576,,,,,,,
3784287011,Heisenburger,burger,restaurant,48.8763141,2.2941811,,,,,,,
3785270698,La Bonne Composition,,restaurant,48.8818216,2.3368647,Paris,73,75009,Rue Jean-Baptiste Pigalle,,,
3797279255,L'Oie qui Fume,french,restaurant,48.850571,2.3490338,,,,,,,
3797279759,Ayadi Gourmet,syrian,restaurant,48.8507387,2.3490951,,,,,,,
3797279760,Hébé,mediterranean,restaurant,48.8507788,2.3491162,,15,,Rue Frédéric Sauton,,,
3797421891,À mi-chemin,oriental;french,restaurant,48.8331284,2.3284658,,31,75014,Rue Boulard,"We-Sa 12:00-15:00, 19:00-00:00",+33145395645,
3799120611,Mandoobar,korean,restaurant,48.8794,2.32109,Paris,7,,Rue d'Édimbourg,Mo-Fr 12:00-15:00; Mo-Fr 19:00-23:00,+33 1 55 06 08 53,Restaurant Coréen - Spécialisé en raviolis.
3803547258,Mamacita,mexican,restaurant,48.8721443,2.3462235,,14,,Rue Rougemont,"Mo-Fr 12:00-14:30, 18:00-02:00; Sa 18:00-02:00",+33 1 42 63 29 10,
3804195347,Café de New York,italian,restaurant,48.8721613,2.3028433,,,,,,+33 1 42 56 05 06,
3804195348,Class'croute,sandwich,restaurant,48.8720253,2.3030206,,,,,Mo-Fr 09:00-16:00,,
3804195351,Dragons Elysées,asian,restaurant,48.8724278,2.3039382,,,,,"12:00-14:30, 19:00-23:30",+33 1 42 89 85 10,
3811331580,Waknine,,restaurant,48.8656506,2.2954099,,,,,,,
3811331581,Café Valentin,,restaurant,48.8657276,2.2955289,,,,,,,
3811331583,Ancora tu,,restaurant,48.8668404,2.2971101,,,,,,,
3811355262,Substance,french,restaurant,48.8673236,2.297624,,,75116,,,+33 1 47 20 08 90,
3811367458,Maxan,,restaurant,48.8689888,2.2994117,,,,,,,
3811446457,Tivoli,italian,restaurant,48.873538,2.3345217,,5,,Rue La Fayette,,+33148742732,
3811446459,Gandhi Jis,indian,restaurant,48.8733336,2.3346541,,,,,,,
3811446460,Midi 12,crepe,restaurant,48.8733567,2.3347461,,,,,,,
3811446658,À Côté,french,restaurant,48.8734176,2.3350103,,,,,,,
3812589560,Le Royal 17,,restaurant,48.8870745,2.3230291,,,,,,,
3812591363,Oya,,restaurant,48.8885365,2.3205147,,,,,,,
3812680960,Les Puces des Batignolles,,restaurant,48.8880289,2.3210515,,,,,,,
3812680964,Jinchelin Thai,thai,restaurant,48.890355,2.3174553,,,,,"Mo-Sa 12:00-15:00,19:00-23:00",,
3812691057,Strobi,,restaurant,48.8842558,2.3262816,,,,,,,
3812691157,Naoko,japanese,restaurant,48.8842475,2.3261013,,,,,,,
3812691158,New Susama,japanese,restaurant,48.8844969,2.3258681,,,,,"Mo-Su 11:00-15:00, 18:00-23:00",,
3817460368,Le Limousin,,restaurant,48.827238,2.3739098,,,,,Mo-Fr 07:00-24:00; Sa 10:00-24:00,,
3822668657,Bocamexa,mexican,restaurant,48.8806157,2.335076,Paris,,,Rue Pierre Fontaine,,,
3823126466,Il Sole d'Italia,pizza,restaurant,48.8933379,2.3233875,Paris,120,75017,Rue des Moines,,+33 1 42 29 39 09,
3823126467,Viet Pho,vietnamese,restaurant,48.8936039,2.3239968,,,,,"Mo-Su 11:30-14:30,18:30-22:00",+33 1 42 26 41 41,
3824203670,Les Phénomènes,,restaurant,48.8942068,2.3204728,,,75017,,Mo-We 17:00-00:00; Th-Sa 17:00-02:00,,
3826615957,La Délice,asian,restaurant,48.8475894,2.2658939,,,,,,,
3826616058,Le Mouton Blanc,french,restaurant,48.8477513,2.2658149,,,,,,,
3834015618,Phô 121,vietnamese,restaurant,48.8445995,2.3187172,,,,,,,
3835958369,Comme chez Maman,french,restaurant,48.8875927,2.3180689,,,,,,,
3837126776,Arlette,,restaurant,48.87664,2.340949,,,75009,,"Tu-Fr 12:00-14:30,19:00-22:00; Sa 12:00-14:30,19:00-22:30",+33 9 80 59 21 67,
3840045860,Chez Gusto,italian,restaurant,48.8950535,2.3171038,,,,,Mo-Fr 12:00-14:30 19:00-22:30,,
3840045868,Pizza King,italian,restaurant,48.895288,2.3170086,,,,,"Mo-Su 11:00-15:00,18:00-23:00",+33 1 58 59 01 20,
3843069659,Avant Scène,french,restaurant,48.8791086,2.3296385,,30,,Rue de Clichy,,+33148782827,
3843148262,Kessari,indian,restaurant,48.879009,2.3291588,,,,,,,
3843148263,Lucette Fait des Crêpes,crepe,restaurant,48.878999,2.3290598,,,,,,+33142805840,
3843210357,Sushi Japo,japanese,restaurant,48.8790193,2.3292541,,,,,,,
3844401746,Trattoria Da Gigi,italian,restaurant,48.8654171,2.3773704,,105,,Rue Saint-Maur,,,
3851771457,Le Bigado,pizza,restaurant,48.8791268,2.3149988,,,,,,,
3851771458,Miam,,restaurant,48.8789853,2.3151835,,,,,,,
3856904357,Suzette,french,restaurant,48.8578115,2.3606383,,,,,Tu-Su 12:00-23:00,,
3858378262,À la Biche au Bois,french,restaurant,48.8480085,2.371079,,45,,Avenue Ledru-Rollin,"Mo-Sa 12:00-14:00,19:00-23:00",+33143433438,
3860736579,La Petite Chaise,french,restaurant,48.8538669,2.3274765,Paris,36,75007,Rue de Grenelle,"Mo-Su 12:00-14:00, 19:00-23:00",+33 1 42 22 13 35,
3873384060,Restaurant Diyar,kebab,restaurant,48.8910894,2.3310974,,,75018,,,,
3876685756,Le Mathusalem,french,restaurant,48.8398254,2.2664804,,5B,,Boulevard Exelmans,,+33 1 42 88 10 73,
3878449460,La Taquinerie,,restaurant,48.8760344,2.3687964,,,,,Tu-Th 18:00-02:00; Fr 12:00-02:00,,
3878454457,Loui's Corner,,restaurant,48.8726764,2.3664341,,,,,08:00-01:00,,
3878917072,Pirosmani,georgian,restaurant,48.8515551,2.3446132,,,,,,+331 43 26 17 65,
3880874810,Nina Sushi,japanese,restaurant,48.8451259,2.3208317,,,,,,,
3889206258,Libshop,lebanese,restaurant,48.8632634,2.3499246,,,,,,,
3889206259,Poulette,,restaurant,48.8634248,2.3503637,,,,,,+33 9 53 62 89 17,
3889206261,Freddy's BBQ,barbecue,restaurant,48.8652116,2.3502483,,,,,,,
3889206359,Noudobar,,restaurant,48.8646422,2.3500939,,,,,"Tu-Sa 12:00-14:00, 19:00-22:00",,
3889211357,Folie crabe,,restaurant,48.8636723,2.3503952,,,,,,,
3889241461,Le fridge,,restaurant,48.8659359,2.3508645,,,,,,,
3889241462,Moemachi,asian,restaurant,48.8659789,2.3508912,,,,,"Tu-Su,PH 11:30-15:00,18:00-22:00",,
3889241557,Le Blainville,,restaurant,48.8657593,2.3505128,,,,,,,
3889241558,Fondue 9 蜀九香,Chinese;火鍋,restaurant,48.866086,2.35096,,,,,,,
3897120557,La chouette,brasserie,restaurant,48.847124,2.2951446,,143,,Avenue Émile Zola,08:00-23:59,+33 1 45 75 09 40,
3902395923,Star King,korean,restaurant,48.8501612,2.2853693,,,,,,,
3904919516,Welcome India,indian,restaurant,48.8462742,2.3181281,,,,,"11:30-14:30,19:00-22:30",,
3905020260,Bulpan,korean,restaurant,48.8499527,2.2857379,,,,,"12:00-14:00, 19:00-22:30",,
3905020262,,lebanese,restaurant,48.8500531,2.2855627,,,,,,,
3916051688,La Bascule,,restaurant,48.8862635,2.3364601,,,75018,,,+33 1 42 54 88 08,
3916696565,Yaki Shop,japanese,restaurant,48.8607088,2.3436325,Paris,,75001,,Mo-Sa 11:45-23:30,,
3916696567,Enza & Famiglia,italian,restaurant,48.8609318,2.3437651,Paris,,75001,,,,
3916696568,La Cantine des Tsars,russian,restaurant,48.8610181,2.3438007,,,,,"Tu-Th 12:00-14:30,19:00-22:00; Fr,Sa 12:00-15:30,19:00-23:00",,
3917218657,Faggio,pizza,restaurant,48.8815563,2.3466326,,,,,"Mo-Fr 17:30-23:00, Sa,Su 17:00-24:00",+33 1 40 37 44 02,
3917436218,Lao Viet,lao;vietnamese,restaurant,48.8233231,2.373925,,,,,"We-Mo 12:00-15:00,18:30-22:00",+33 1 45 84 05 43,
3918335184,Le Bugatti,italian,restaurant,48.8435135,2.2979858,,,,,,+33142503740,
3918335185,Pizza Hut,pizza,restaurant,48.8296855,2.3512823,,,,,"Mo-Fr 12:00-15:00, Mo-Su 19:00-21:00",,
3918335186,Pizza de Vinci,italian,restaurant,48.8433037,2.3005423,,,,,"Tu-Sa 11:45-14:45, Mo-Sa 18:15-22:45",+33 1 47 83 77 86,
3920295906,Benkay,japanese,restaurant,48.8495232,2.2827594,,,,,,,
3920304773,Artgens,korean,restaurant,48.8460903,2.2791309,,,,,Mo-Sa 12:00-15:00,,
3920304774,La Pieta,italian,restaurant,48.8460759,2.2786183,,,,,"Mo-Su 12:00-15:30,18:30-23:00",,
3920543464,Divin'Art,crepe,restaurant,48.8662514,2.3574639,,,,,,+33 1 42 71 01 64,
3920619858,Sushi Yaki,japanese,restaurant,48.8664412,2.360936,,,,,,,
3920636762,Auciel République,chinese,restaurant,48.8681321,2.3598907,Paris,19,75003,Boulevard Saint-Martin,,+33 1 42 74 72 91,
3920636968,Le Petit Saint Martin,,restaurant,48.8684857,2.3574593,Paris,39,75003,Boulevard Saint-Martin,,,
3920637368,L'Attirail Café,,restaurant,48.8688052,2.3579307,,8,75010,Boulevard Saint-Martin,,,
3922314506,Aux 3 Eléphants,thai,restaurant,48.8647975,2.3479339,,,,,,,
3927836578,Le Chardon,,restaurant,48.8710534,2.3579338,,,,,,,
3930470621,Pasta et Basta,italian,restaurant,48.825647,2.3650793,,,,,"Mo-Fr 12:00-14:00, Th,Fr 19:00-22:00",,
3930906564,La Cerisaie,french,restaurant,48.8418287,2.3235691,,,,,,+33 1 43 20 98 98,
3932548845,Ménélik,ethiopian,restaurant,48.8906944,2.3205117,,4,75017,Rue Sauffroy,"Mo-Su 12:00-16:00,18:00-02:00",,
3938030631,La grange de reuilly,,restaurant,48.8392847,2.3896715,,3,,Boulevard de Reuilly,,,
3949867058,Fraulino,italian,restaurant,48.84384,2.3882657,Paris,25,75012,Rue Montgallet,"Tu-Fr 12:00-14:30,19:00-22:30; Mo,Sa 19:00-22:30",+33 1 73 70 98 98,
3951977296,Les ZaZous,,restaurant,48.8446335,2.3208944,,,,,,+33 1 45 49 32 88,
3955899279,Lac Tana,ethiopian,restaurant,48.8474829,2.2946058,,,,,,,
3955986236,La Table d'Aki,japanese,restaurant,48.8510843,2.3194279,,,,,,,
3957247427,RORI,,restaurant,48.867761,2.3780632,,96,75011,Rue Jean-Pierre Timbaud,We-Su 12:00-01:30,,
3958267301,Lounge-bar 357,,restaurant,48.8881337,2.3110182,,,,,,,
